"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ANIP","Ani Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Small cap","$661,593,732","81,431","Analyze"
"AVDL","Avadel Pharmaceuticals PLC ADRs","Health Care","US Equity","ADRs","Small cap","$564,657,610","549,564","Analyze"
"TCDA","Tricida Inc","Health Care","US Equity","Common stocks","Small cap","$531,524,800","35,404,136","Analyze"
"PROC","Procaps Group, S.A.","Health Care","US Equity","Common stocks","Small cap","$521,247,725","33,413","Analyze"
"HROW","Harrow Health, Inc.","Health Care","US Equity","Common stocks","Small cap","$467,031,796","370,367","Analyze"
"EOLS","Evolus Inc.","Health Care","US Equity","Common stocks","Small cap","$465,396,203","395,197","Analyze"
"EBS","Emergent Biosolutions Inc","Health Care","US Equity","Common stocks","Small cap","$394,101,642","1,588,692","Analyze"
"RGC","Regencell Bioscience Holdings Ltd","Health Care","US Equity","Common stocks","Small cap","$340,072,625","1,197","Analyze"
"PETQ","PetIQ, Inc. Class A","Health Care","US Equity","Common stocks","Small cap","$335,371,572","381,559","Analyze"
"EGRX","Eagle Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Small cap","$334,117,024","422,732","Analyze"
"AERI","Aerie Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Small cap","$331,122,624","1,215,184","Analyze"
"ASRT","Assertio Therapeutics Inc.","Health Care","US Equity","Common stocks","Small cap","$321,799,770","2,909,183","Analyze"
"GHSI","Guardion Health Sciences, Inc.","Consumer Staples","US Equity","Common stocks","Small cap","$307,714,491","8,080","Analyze"
"RDUS","Radius Health Inc","Health Care","US Equity","Common stocks","Micro cap","$297,313,120","2,381,772","Analyze"
"PAHC","Phibro Animal Health Corp Class A","Health Care","US Equity","Common stocks","Micro cap","$295,504,950","151,481","Analyze"
"ORGO","Organogenesis Holdings Inc.  - Class A","Health Care","US Equity","Common stocks","Micro cap","$254,481,828","3,441,070","Analyze"
"ACB","Aurora Cannabis Inc.","Health Care","US Equity","Common stocks","Micro cap","$241,507,281","4,794,864","Analyze"
"ZOM","Zomedica Corp.","Health Care","US Equity","Common stocks","Micro cap","$210,678,429","4,750,378","Analyze"
"OGI","Organigram Holdings Inc.","Health Care","US Equity","Common stocks","Micro cap","$202,553,204","1,006,455","Analyze"
"AMRX","Amneal Pharmaceuticals Inc Class A","Health Care","US Equity","Common stocks","Micro cap","$198,466,087","1,215,975","Analyze"
"KMDA","Kamada Ltd.","Health Care","US Equity","Common stocks","Micro cap","$195,415,017","20,779","Analyze"
"OPTN","OptiNose, Inc.","Health Care","US Equity","Common stocks","Micro cap","$187,840,923","308,348","Analyze"
"RDHL","RedHill Biopharma ADRs","Health Care","US Equity","ADRs","Micro cap","$160,829,226","3,336,305","Analyze"
"BGXX","Bright Green Corporation","Health Care","US Equity","Common stocks","Micro cap","$155,777,982","1,065,313","Analyze"
"XXII","Century Group Inc","Consumer Staples","US Equity","Common stocks","Micro cap","$155,328,476","1,328,416","Analyze"
"PRPH","Prophase Labs Inc","Health Care","US Equity","Common stocks","Micro cap","$121,757,675","50,282","Analyze"
"IXHL","Incannex Healthcare Limited ADRs","Health Care","US Equity","ADRs","Micro cap","$120,612,787","13,246","Analyze"
"DRRX","Durect Corp","Health Care","US Equity","Common stocks","Micro cap","$110,916,448","106,008","Analyze"
"ENDP","Endo International Plc","Health Care","US Equity","Common stocks","Micro cap","$109,328,008","157,670,555","Analyze"
"VERU","Veru Inc.","Consumer Staples","US Equity","Common stocks","Micro cap","$105,660,695","4,235,069","Analyze"
"INCR","Intercure Ltd.","Health Care","US Equity","Common stocks","Micro cap","$97,489,362","96,544","Analyze"
"SCTL","Societal CDMO, Inc.","Health Care","US Equity","Common stocks","Micro cap","$93,381,413","457,651","Analyze"
"GRVI","Grove, Inc.","Consumer Staples","US Equity","Common stocks","Micro cap","$81,408,035","30,446","Analyze"
"TKNO","Alpha Teknova, Inc.","Health Care","US Equity","Common stocks","Micro cap","$81,321,951","66,643","Analyze"
"THTX","Theratechnologies Inc.","Health Care","US Equity","Common stocks","Micro cap","$78,016,144","61,290","Analyze"
"SLDB","Solid Biosciences Inc.","Health Care","US Equity","Common stocks","Micro cap","$73,728,880","50,360","Analyze"
"LCI","Lannett Company Inc","Health Care","US Equity","Common stocks","Micro cap","$71,490,000","48,207","Analyze"
"RLMD","Relmada Therapeutics, Inc.","Health Care","US Equity","Common stocks","Micro cap","$69,830,151","231,089","Analyze"
"VLNS","The Valens Company, Inc.","Health Care","US Equity","Common stocks","Micro cap","$63,115,044","44,625","Analyze"
"SCYX","Scynexis Inc","Health Care","US Equity","Common stocks","Micro cap","$58,945,871","185,578","Analyze"
"HUGE","FSD Pharma Inc. - Class B Subordinate Voting Shares","Communication Services","US Equity","Common stocks","Micro cap","$55,831,209","141,324","Analyze"
"HEXO","HEXO Corp.","Health Care","US Equity","Common stocks","Micro cap","$54,228,795","531,916","Analyze"
"QLI","Qilian International Holding Group Ltd","Health Care","US Equity","Common stocks","Micro cap","$46,832,500","11,682","Analyze"
"COSM","Cosmos Holdings Inc.","Health Care","US Equity","Common stocks","Micro cap","$36,800,780","675,879","Analyze"
"AKAN","Akanda Corp","Health Care","US Equity","Common stocks","Micro cap","$36,014,951","1,070,664","Analyze"
"TXMD","TherapeuticsMD, Inc.","Health Care","US Equity","Common stocks","Micro cap","$33,835,362","40,352","Analyze"
"CRDL","Cardiol Therapeutics Inc. - Class A","Health Care","US Equity","Common stocks","Micro cap","$32,209,012","80,821","Analyze"
"HAPP","Happiness Biotech Group Limited","Health Care","US Equity","Common stocks","Micro cap","$30,381,677","4,124","Analyze"
"CPIX","Cumberland Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Micro cap","$27,927,078","9,525","Analyze"
"NLTX","Neoleukin Therapeutics, Inc.","Health Care","US Equity","Common stocks","Micro cap","$26,752,903","465,229","Analyze"
"MDVL","MedAvail Holdings, Inc.","Consumer Staples","US Equity","Common stocks","Micro cap","$23,893,640","57,675","Analyze"
"FLGC","Flora Growth Corp.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$21,543,923","440,001","Analyze"
"ZYNE","Zynerba Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Micro cap","$20,817,651","270,539","Analyze"
"CPHI","China Pharma Holdings Inc.","Health Care","US Equity","Common stocks","Micro cap","$19,324,635","1,226,198","Analyze"
"ADMP","Adamis Pharmaceuticals Corp","Health Care","US Equity","Common stocks","Micro cap","$17,997,992","4,676,417","Analyze"
"SBFM","Sunshine Biopharma Inc.","Health Care","US Equity","Common stocks","Micro cap","$17,840,391","121,358","Analyze"
"CLVR","Clever Leaves Holdings Inc.","Health Care","US Equity","Common stocks","Micro cap","$16,349,405","179,226","Analyze"
"DERM","Journey Medical Corp","Health Care","US Equity","Common stocks","Micro cap","$16,236,666","12,473","Analyze"
"BFRI","Biofrontera Inc.","Health Care","US Equity","Common stocks","Micro cap","$15,693,673","130,249","Analyze"
"RMTI","Rockwell Medical Inc","Health Care","US Equity","Common stocks","Micro cap","$12,982,068","118,722","Analyze"
"SISI","Shineco, Inc.","Health Care","US Equity","Common stocks","Micro cap","$12,498,100","24,854","Analyze"
"YCBD","cbdMD, Inc.","Health Care","US Equity","Common stocks","Micro cap","$12,425,097","326,354","Analyze"
"ATNX","Athenex Inc.","Health Care","US Equity","Common stocks","Micro cap","$11,262,172","105,481","Analyze"
"JUPW","Jupiter Wellness, Inc.","Consumer Staples","US Equity","Common stocks","Micro cap","$10,397,989","175,040","Analyze"
"ALIM","Alimera Sciences Inc","Health Care","US Equity","Common stocks","Micro cap","$9,933,555","15,792","Analyze"
"AGRX","Agile Therapeutics Inc","Health Care","US Equity","Common stocks","Micro cap","$9,828,716","372,409","Analyze"
"EVOK","Evoke Pharma Inc","Health Care","US Equity","Common stocks","Micro cap","$8,758,843","10,948","Analyze"
"IMCC","IM Cannabis Corp.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$7,694,086","55,869","Analyze"
"NEPT","Neptune Wellness Solutions Inc","Health Care","US Equity","Common stocks","Micro cap","$5,945,174","52,043","Analyze"
"PRFX","PainReform Ltd.","Health Care","US Equity","Common stocks","Micro cap","$5,849,855","22,279","Analyze"
"ACRX","Acelrx Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Micro cap","$5,362,799","276,531","Analyze"
"SNOA","Sonoma Pharmaceuticals Inc","Health Care","US Equity","Common stocks","Micro cap","$4,835,217","340,898","Analyze"
"PLXP","PLx Pharma Inc.","Health Care","US Equity","Common stocks","Micro cap","$4,662,031","253,078","Analyze"
"SXTC","China SXT Pharmaceuticals, Inc.","Health Care","US Equity","Common stocks","Micro cap","$826,328","243,868","Analyze"
